2026-05-12 20:07:29 | src.rag_pipeline | INFO | Pipeline initialized successfully!
2026-05-12 20:07:39 | src.domain_classifier | INFO | Domain classified: companion (confidence: 0.040)
2026-05-12 20:07:40 | src.domain_classifier | INFO | Embedding classification: voice_text (confidence: 0.667)
2026-05-12 20:07:40 | src.retriever | INFO | Retrieving top-4 chunks for: 'hello...'
2026-05-12 20:07:40 | src.retriever | INFO | Domain filter 'voice_text': 5 matches
2026-05-12 20:07:40 | src.retriever | INFO | Retrieved 4 chunks
2026-05-12 20:07:40 | src.llm_engine | INFO | Generating response for: 'hello'
2026-05-12 20:07:46 | src.llm_engine | INFO | Response generated (2000 chars)
2026-05-12 20:07:46 | src.rag_pipeline | INFO | Query processed — domain: voice_text, emergency: False, sources: ['voice_text_tips.txt']
2026-05-12 20:08:37 | src.domain_classifier | INFO | Domain classified: companion (confidence: 0.040)
2026-05-12 20:08:37 | src.domain_classifier | INFO | Embedding classification: voice_text (confidence: 0.667)
2026-05-12 20:08:37 | src.retriever | INFO | Retrieving top-4 chunks for: 'hello...'
2026-05-12 20:08:37 | src.retriever | INFO | Domain filter 'voice_text': 5 matches
2026-05-12 20:08:37 | src.retriever | INFO | Retrieved 4 chunks
2026-05-12 20:08:37 | src.llm_engine | INFO | Generating response for: 'hello'
2026-05-12 20:08:51 | src.llm_engine | INFO | Response generated (2000 chars)
2026-05-12 20:08:51 | src.rag_pipeline | INFO | Query processed — domain: voice_text, emergency: False, sources: ['voice_text_tips.txt']
2026-05-12 20:10:42 | src.rag_pipeline | INFO | Initializing Senior Chatbot Pipeline...
2026-05-12 20:10:42 | src.rag_pipeline | INFO | Step 1/3: Loading embedding model...
2026-05-12 20:10:42 | src.embeddings | INFO | Loading embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-05-12 20:10:51 | src.embeddings | INFO | Embedding model loaded successfully
2026-05-12 20:10:51 | src.rag_pipeline | INFO | Step 2/3: Setting up vector store...
2026-05-12 20:10:51 | src.embeddings | INFO | Loading FAISS index from C:\Users\shail\OneDrive\Desktop\Antigravity projects\pcos_decision_fusion\senior_chatbot\vectorstore
2026-05-12 20:10:51 | src.embeddings | INFO | FAISS index loaded successfully
2026-05-12 20:10:51 | src.rag_pipeline | INFO | Step 3/3: Loading LLM...
2026-05-12 20:10:51 | src.llm_engine | INFO | Loading LLM: google/flan-t5-base
2026-05-12 20:10:55 | src.llm_engine | INFO | LLM loaded successfully
2026-05-12 20:10:55 | src.rag_pipeline | INFO | Pipeline initialized successfully!
2026-05-12 20:11:41 | src.domain_classifier | INFO | Domain classified: companion (confidence: 0.040)
2026-05-12 20:11:42 | src.domain_classifier | INFO | Embedding classification: companion (confidence: 1.000)
2026-05-12 20:11:42 | src.retriever | INFO | Retrieving top-4 chunks for: 'i am feeling lonely today...'
2026-05-12 20:11:42 | src.retriever | INFO | Domain filter 'companion': 7 matches
2026-05-12 20:11:42 | src.retriever | INFO | Retrieved 4 chunks
2026-05-12 20:11:42 | src.llm_engine | INFO | Generating response for: 'i am feeling lonely today'
2026-05-12 20:11:52 | src.llm_engine | INFO | Response generated (2279 chars)
2026-05-12 20:11:52 | src.rag_pipeline | INFO | Query processed — domain: companion, emergency: False, sources: ['companion.txt']
2026-05-12 22:56:31 | src.domain_classifier | INFO | Domain classified: entertainment (confidence: 0.080)
2026-05-12 22:56:31 | src.domain_classifier | INFO | Embedding classification: entertainment (confidence: 0.667)
2026-05-12 22:56:31 | src.retriever | INFO | Retrieving top-4 chunks for: 'what books should i read...'
2026-05-12 22:56:31 | src.retriever | INFO | Domain filter 'entertainment': 5 matches
2026-05-12 22:56:31 | src.retriever | INFO | Retrieved 4 chunks
2026-05-12 22:56:31 | src.llm_engine | INFO | Generating response for: 'what books should i read'
2026-05-12 22:56:33 | src.llm_engine | INFO | Response generated (2552 chars)
2026-05-12 22:56:33 | src.rag_pipeline | INFO | Query processed — domain: entertainment, emergency: False, sources: ['entertainment.txt']
2026-05-14 20:44:44 | src.rag_pipeline | INFO | Initializing Senior Chatbot Pipeline...
2026-05-14 20:44:44 | src.rag_pipeline | INFO | Step 1/3: Loading embedding model...
2026-05-14 20:44:44 | src.embeddings | INFO | Loading embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-05-14 20:45:02 | src.embeddings | INFO | Embedding model loaded successfully
2026-05-14 20:45:02 | src.rag_pipeline | INFO | Step 2/3: Setting up vector store...
2026-05-14 20:45:02 | src.embeddings | INFO | Loading FAISS index from C:\Users\shail\OneDrive\Desktop\Antigravity projects\pcos_decision_fusion\senior_chatbot\vectorstore
2026-05-14 20:45:04 | src.embeddings | INFO | FAISS index loaded successfully
2026-05-14 20:45:04 | src.rag_pipeline | INFO | Step 3/3: Loading LLM...
