2026-05-14 20:45:04 | src.llm_engine | INFO | Loading LLM: google/flan-t5-base
2026-05-14 20:45:20 | src.llm_engine | INFO | LLM loaded successfully
2026-05-14 20:45:20 | src.rag_pipeline | INFO | Pipeline initialized successfully!
2026-05-14 20:46:40 | src.domain_classifier | INFO | Domain classified: companion (confidence: 0.040)
2026-05-14 20:46:43 | src.domain_classifier | INFO | Embedding classification: companion (confidence: 1.000)
2026-05-14 20:46:43 | src.retriever | INFO | Retrieving top-4 chunks for: 'i am feeling lonely today...'
2026-05-14 20:46:44 | src.retriever | INFO | Domain filter 'companion': 7 matches
2026-05-14 20:46:44 | src.retriever | INFO | Retrieved 4 chunks
2026-05-14 20:46:44 | src.llm_engine | INFO | Generating response for: 'i am feeling lonely today'
2026-05-14 20:47:45 | src.domain_classifier | INFO | No keyword match — defaulting to 'companion'
2026-05-14 20:47:46 | src.domain_classifier | INFO | Embedding classification: companion (confidence: 0.333)
2026-05-14 20:47:46 | src.retriever | INFO | Retrieving top-4 chunks for: 'can ...'
2026-05-14 20:47:46 | src.retriever | INFO | Retrieved 4 chunks
2026-05-14 20:47:46 | src.llm_engine | INFO | Generating response for: 'can '
2026-05-14 20:47:51 | src.llm_engine | INFO | Response generated (1850 chars)
2026-05-14 20:47:51 | src.rag_pipeline | INFO | Query processed — domain: companion, emergency: False, sources: ['voice_text_tips.txt', 'companion.txt', 'technology.txt']
2026-05-14 20:48:06 | src.llm_engine | INFO | Response generated (2279 chars)
2026-05-14 20:48:06 | src.rag_pipeline | INFO | Query processed — domain: companion, emergency: False, sources: ['companion.txt']
2026-05-14 20:50:09 | src.rag_pipeline | INFO | Initializing Senior Chatbot Pipeline...
2026-05-14 20:50:09 | src.rag_pipeline | INFO | Step 1/3: Loading embedding model...
2026-05-14 20:50:09 | src.embeddings | INFO | Loading embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-05-14 20:50:18 | src.embeddings | INFO | Embedding model loaded successfully
2026-05-14 20:50:18 | src.rag_pipeline | INFO | Step 2/3: Setting up vector store...
2026-05-14 20:50:18 | src.embeddings | INFO | Loading FAISS index from C:\Users\shail\OneDrive\Desktop\Antigravity projects\pcos_decision_fusion\senior_chatbot\vectorstore
2026-05-14 20:50:18 | src.embeddings | INFO | FAISS index loaded successfully
2026-05-14 20:50:18 | src.rag_pipeline | INFO | Step 3/3: Loading LLM...
2026-05-14 20:50:18 | src.llm_engine | INFO | Loading LLM: google/flan-t5-base
2026-05-14 20:50:21 | src.llm_engine | INFO | LLM loaded successfully
2026-05-14 20:50:21 | src.rag_pipeline | INFO | Pipeline initialized successfully!
2026-05-14 20:50:46 | src.domain_classifier | INFO | No keyword match — defaulting to 'companion'
2026-05-14 20:50:47 | src.domain_classifier | INFO | Embedding classification: entertainment (confidence: 0.667)
2026-05-14 20:50:47 | src.retriever | INFO | Retrieving top-4 chunks for: 'what should i do today for entertainment...'
2026-05-14 20:50:47 | src.retriever | INFO | Domain filter 'entertainment': 5 matches
2026-05-14 20:50:47 | src.retriever | INFO | Retrieved 4 chunks
2026-05-14 20:50:47 | src.llm_engine | INFO | Generating response for: 'what should i do today for entertainment'
2026-05-14 20:50:52 | src.llm_engine | INFO | Response generated (2588 chars)
2026-05-14 20:50:52 | src.rag_pipeline | INFO | Query processed — domain: entertainment, emergency: False, sources: ['entertainment.txt']
2026-05-14 20:52:54 | src.rag_pipeline | INFO | Initializing Senior Chatbot Pipeline...
2026-05-14 20:52:54 | src.rag_pipeline | INFO | Step 1/3: Loading embedding model...
2026-05-14 20:52:54 | src.embeddings | INFO | Loading embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-05-14 20:53:02 | src.embeddings | INFO | Embedding model loaded successfully
2026-05-14 20:53:02 | src.rag_pipeline | INFO | Step 2/3: Setting up vector store...
2026-05-14 20:53:02 | src.embeddings | INFO | Loading FAISS index from C:\Users\shail\OneDrive\Desktop\Antigravity projects\pcos_decision_fusion\senior_chatbot\vectorstore
2026-05-14 20:53:02 | src.embeddings | INFO | FAISS index loaded successfully
2026-05-14 20:53:02 | src.rag_pipeline | INFO | Step 3/3: Loading LLM...
2026-05-14 20:53:02 | src.llm_engine | INFO | Loading LLM: google/flan-t5-large
2026-05-14 20:55:38 | src.llm_engine | INFO | LLM loaded successfully
2026-05-14 20:55:38 | src.rag_pipeline | INFO | Pipeline initialized successfully!
2026-05-14 20:57:12 | src.domain_classifier | INFO | Domain classified: entertainment (confidence: 0.040)
2026-05-14 20:57:12 | src.domain_classifier | INFO | Embedding classification: companion (confidence: 0.667)
2026-05-14 20:57:12 | src.retriever | INFO | Retrieving top-4 chunks for: 'what should i read today...'
2026-05-14 20:57:12 | src.retriever | INFO | Domain filter 'companion': 4 matches
2026-05-14 20:57:12 | src.retriever | INFO | Retrieved 4 chunks
2026-05-14 20:57:12 | src.llm_engine | INFO | Generating response for: 'what should i read today'
2026-05-14 20:57:37 | src.llm_engine | INFO | Response generated (0 chars)
2026-05-14 20:57:37 | src.rag_pipeline | INFO | Query processed — domain: companion, emergency: False, sources: ['companion.txt']
2026-05-14 20:58:50 | src.domain_classifier | INFO | No keyword match — defaulting to 'companion'
2026-05-14 20:58:51 | src.domain_classifier | INFO | Embedding classification: entertainment (confidence: 0.667)
2026-05-14 20:58:51 | src.retriever | INFO | Retrieving top-4 chunks for: 'what should i do for entertainment today...'
2026-05-14 20:58:51 | src.retriever | INFO | Domain filter 'entertainment': 5 matches
2026-05-14 20:58:51 | src.retriever | INFO | Retrieved 4 chunks
2026-05-14 20:58:51 | src.llm_engine | INFO | Generating response for: 'what should i do for entertainment today'
2026-05-14 20:59:39 | src.domain_classifier | INFO | No keyword match — defaulting to 'companion'
2026-05-14 20:59:39 | src.domain_classifier | INFO | Embedding classification: entertainment (confidence: 0.667)
2026-05-14 20:59:39 | src.retriever | INFO | Retrieving top-4 chunks for: 'what should i do for entertainment today...'
2026-05-14 20:59:39 | src.retriever | INFO | Domain filter 'entertainment': 5 matches
2026-05-14 20:59:39 | src.retriever | INFO | Retrieved 4 chunks
2026-05-14 20:59:39 | src.llm_engine | INFO | Generating response for: 'what should i do for entertainment today'
2026-05-14 20:59:43 | src.voice_handler | INFO | TTS completed (56 chars)
2026-05-14 21:02:10 | src.llm_engine | INFO | Response generated (0 chars)
2026-05-14 21:02:10 | src.rag_pipeline | INFO | Query processed — domain: entertainment, emergency: False, sources: ['entertainment.txt']
2026-05-14 21:02:10 | src.voice_handler | INFO | TTS completed (0 chars)
2026-05-14 21:02:44 | src.llm_engine | INFO | Response generated (0 chars)
2026-05-14 21:02:44 | src.rag_pipeline | INFO | Query processed — domain: entertainment, emergency: False, sources: ['entertainment.txt']
2026-05-14 21:03:14 | src.voice_handler | INFO | TTS completed (152 chars)
2026-05-14 21:03:14 | src.domain_classifier | INFO | No keyword match — defaulting to 'companion'
2026-05-14 21:03:15 | src.domain_classifier | INFO | Embedding classification: entertainment (confidence: 0.667)
2026-05-14 21:03:15 | src.retriever | INFO | Retrieving top-4 chunks for: 'what should i do for entertainment today...'
2026-05-14 21:03:15 | src.retriever | INFO | Domain filter 'entertainment': 5 matches
2026-05-14 21:03:15 | src.retriever | INFO | Retrieved 4 chunks
2026-05-14 21:03:15 | src.llm_engine | INFO | Generating response for: 'what should i do for entertainment today'
2026-05-14 21:03:20 | src.llm_engine | INFO | Response generated (0 chars)
2026-05-14 21:03:20 | src.rag_pipeline | INFO | Query processed — domain: entertainment, emergency: False, sources: ['entertainment.txt']
2026-05-14 21:03:20 | src.voice_handler | INFO | TTS completed (0 chars)
2026-05-14 21:04:57 | src.rag_pipeline | INFO | Initializing Senior Chatbot Pipeline...
2026-05-14 21:04:57 | src.rag_pipeline | INFO | Step 1/3: Loading embedding model...
2026-05-14 21:04:57 | src.embeddings | INFO | Loading embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-05-14 21:05:04 | src.embeddings | INFO | Embedding model loaded successfully
2026-05-14 21:05:04 | src.rag_pipeline | INFO | Step 2/3: Setting up vector store...
2026-05-14 21:05:04 | src.embeddings | INFO | Loading FAISS index from C:\Users\shail\OneDrive\Desktop\Antigravity projects\pcos_decision_fusion\senior_chatbot\vectorstore
2026-05-14 21:05:04 | src.embeddings | INFO | FAISS index loaded successfully
2026-05-14 21:05:04 | src.rag_pipeline | INFO | Step 3/3: Loading LLM...
2026-05-14 21:05:04 | src.llm_engine | INFO | Loading LLM: google/flan-t5-large
2026-05-14 21:09:23 | src.rag_pipeline | INFO | Initializing Senior Chatbot Pipeline...
2026-05-14 21:09:23 | src.rag_pipeline | INFO | Step 1/3: Loading embedding model...
2026-05-14 21:09:23 | src.embeddings | INFO | Loading embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-05-14 21:09:31 | src.embeddings | INFO | Embedding model loaded successfully
2026-05-14 21:09:31 | src.rag_pipeline | INFO | Step 2/3: Setting up vector store...
2026-05-14 21:09:31 | src.embeddings | INFO | Loading FAISS index from C:\Users\shail\OneDrive\Desktop\Antigravity projects\pcos_decision_fusion\senior_chatbot\vectorstore
2026-05-14 21:09:31 | src.embeddings | INFO | FAISS index loaded successfully
2026-05-14 21:09:31 | src.rag_pipeline | INFO | Step 3/3: Loading LLM...
2026-05-14 21:09:31 | src.llm_engine | INFO | Loading LLM: google/flan-t5-large
2026-05-14 21:09:35 | streamlit_app | ERROR | Pipeline init error: "Unknown task text2text-generation, available tasks are ['any-to-any', 'audio-classification', 'automatic-speech-recognition', 'depth-estimation', 'document-question-answering', 'feature-extraction', 'fill-mask', 'image-classification', 'image-feature-extraction', 'image-segmentation', 'image-text-to-text', 'keypoint-matching', 'mask-generation', 'ner', 'object-detection', 'sentiment-analysis', 'table-question-answering', 'text-classification', 'text-generation', 'text-to-audio', 'text-to-speech', 'token-classification', 'video-classification', 'zero-shot-audio-classification', 'zero-shot-classification', 'zero-shot-image-classification', 'zero-shot-object-detection']"
2026-05-14 21:11:23 | src.rag_pipeline | INFO | Initializing Senior Chatbot Pipeline...
2026-05-14 21:11:23 | src.rag_pipeline | INFO | Step 1/3: Loading embedding model...
2026-05-14 21:11:23 | src.embeddings | INFO | Loading embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-05-14 21:11:30 | src.embeddings | INFO | Embedding model loaded successfully
2026-05-14 21:11:30 | src.rag_pipeline | INFO | Step 2/3: Setting up vector store...
2026-05-14 21:11:30 | src.embeddings | INFO | Loading FAISS index from C:\Users\shail\OneDrive\Desktop\Antigravity projects\pcos_decision_fusion\senior_chatbot\vectorstore
2026-05-14 21:11:31 | src.embeddings | INFO | FAISS index loaded successfully
2026-05-14 21:11:31 | src.rag_pipeline | INFO | Step 3/3: Loading LLM...
2026-05-14 21:11:31 | src.llm_engine | INFO | Loading LLM: TinyLlama/TinyLlama-1.1B-Chat-v1.0
2026-05-14 21:17:48 | streamlit_app | WARNING | Failed to initialize MLflow: file://C:\Users\shail\OneDrive\Desktop\Antigravity projects\pcos_decision_fusion\senior_chatbot\mlruns is not a valid remote uri. For remote access on windows, please consider using a different scheme such as SMB (e.g. smb://<hostname>/<path>).
2026-05-14 21:17:48 | src.rag_pipeline | INFO | Initializing Senior Chatbot Pipeline...
2026-05-14 21:17:48 | src.rag_pipeline | INFO | Step 1/3: Loading embedding model...
2026-05-14 21:17:48 | src.embeddings | INFO | Loading embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-05-14 21:18:07 | src.embeddings | INFO | Embedding model loaded successfully
2026-05-14 21:18:07 | src.rag_pipeline | INFO | Step 2/3: Setting up vector store...
2026-05-14 21:18:07 | src.embeddings | INFO | Loading FAISS index from C:\Users\shail\OneDrive\Desktop\Antigravity projects\pcos_decision_fusion\senior_chatbot\vectorstore
2026-05-14 21:18:07 | src.embeddings | INFO | FAISS index loaded successfully
2026-05-14 21:18:07 | src.rag_pipeline | INFO | Step 3/3: Loading LLM...
2026-05-14 21:18:07 | src.llm_engine | INFO | Loading LLM: TinyLlama/TinyLlama-1.1B-Chat-v1.0
2026-05-14 22:38:15 | streamlit_app | WARNING | Failed to initialize MLflow: file://C:\Users\shail\OneDrive\Desktop\Antigravity projects\pcos_decision_fusion\senior_chatbot\mlruns is not a valid remote uri. For remote access on windows, please consider using a different scheme such as SMB (e.g. smb://<hostname>/<path>).
2026-05-14 22:38:15 | streamlit_app | WARNING | Failed to initialize MLflow: file://C:\Users\shail\OneDrive\Desktop\Antigravity projects\pcos_decision_fusion\senior_chatbot\mlruns is not a valid remote uri. For remote access on windows, please consider using a different scheme such as SMB (e.g. smb://<hostname>/<path>).
2026-05-14 22:38:15 | src.rag_pipeline | INFO | Initializing Senior Chatbot Pipeline...
2026-05-14 22:38:15 | src.rag_pipeline | INFO | Step 1/3: Loading embedding model...
2026-05-14 22:38:15 | src.embeddings | INFO | Loading embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-05-14 22:38:27 | src.embeddings | INFO | Embedding model loaded successfully
2026-05-14 22:38:27 | src.rag_pipeline | INFO | Step 2/3: Setting up vector store...
2026-05-14 22:38:27 | src.embeddings | INFO | Loading FAISS index from C:\Users\shail\OneDrive\Desktop\Antigravity projects\pcos_decision_fusion\senior_chatbot\vectorstore
2026-05-14 22:38:28 | src.embeddings | INFO | FAISS index loaded successfully
2026-05-14 22:38:28 | src.rag_pipeline | INFO | Step 3/3: Loading LLM...
2026-05-14 22:38:28 | src.llm_engine | INFO | Loading LLM: TinyLlama/TinyLlama-1.1B-Chat-v1.0
2026-05-14 22:45:07 | streamlit_app | WARNING | Failed to initialize MLflow: file://C:\Users\shail\OneDrive\Desktop\Antigravity projects\pcos_decision_fusion\senior_chatbot\mlruns is not a valid remote uri. For remote access on windows, please consider using a different scheme such as SMB (e.g. smb://<hostname>/<path>).
2026-05-14 22:45:07 | streamlit_app | WARNING | Failed to initialize MLflow: file://C:\Users\shail\OneDrive\Desktop\Antigravity projects\pcos_decision_fusion\senior_chatbot\mlruns is not a valid remote uri. For remote access on windows, please consider using a different scheme such as SMB (e.g. smb://<hostname>/<path>).
2026-05-14 22:45:07 | src.rag_pipeline | INFO | Initializing Senior Chatbot Pipeline...
2026-05-14 22:45:07 | src.rag_pipeline | INFO | Step 1/3: Loading embedding model...
2026-05-14 22:45:07 | src.embeddings | INFO | Loading embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-05-14 22:45:48 | src.embeddings | INFO | Embedding model loaded successfully
2026-05-14 22:45:48 | src.rag_pipeline | INFO | Step 2/3: Setting up vector store...
2026-05-14 22:45:48 | src.embeddings | INFO | Loading FAISS index from C:\Users\shail\OneDrive\Desktop\Antigravity projects\pcos_decision_fusion\senior_chatbot\vectorstore
2026-05-14 22:45:48 | src.embeddings | INFO | FAISS index loaded successfully
2026-05-14 22:45:48 | src.rag_pipeline | INFO | Step 3/3: Loading LLM...
2026-05-14 22:45:48 | src.llm_engine | INFO | Loading LLM: TinyLlama/TinyLlama-1.1B-Chat-v1.0
2026-05-14 23:01:33 | streamlit_app | WARNING | Failed to initialize MLflow: file://C:\Users\shail\OneDrive\Desktop\Antigravity projects\pcos_decision_fusion\senior_chatbot\mlruns is not a valid remote uri. For remote access on windows, please consider using a different scheme such as SMB (e.g. smb://<hostname>/<path>).
2026-05-14 23:01:33 | src.rag_pipeline | INFO | Initializing Senior Chatbot Pipeline...
2026-05-14 23:01:33 | src.rag_pipeline | INFO | Step 1/3: Loading embedding model...
2026-05-14 23:01:33 | src.embeddings | INFO | Loading embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-05-14 23:01:45 | src.embeddings | INFO | Embedding model loaded successfully
2026-05-14 23:01:45 | src.rag_pipeline | INFO | Step 2/3: Setting up vector store...
2026-05-14 23:01:45 | src.embeddings | INFO | Loading FAISS index from C:\Users\shail\OneDrive\Desktop\Antigravity projects\pcos_decision_fusion\senior_chatbot\vectorstore
2026-05-14 23:01:45 | src.embeddings | INFO | FAISS index loaded successfully
2026-05-14 23:01:45 | src.rag_pipeline | INFO | Step 3/3: Loading LLM...
2026-05-14 23:01:45 | src.llm_engine | INFO | Loading LLM via Groq: llama3-8b-8192
2026-05-14 23:01:46 | streamlit_app | ERROR | Pipeline init error: The api_key client option must be set either by passing api_key to the client or by setting the GROQ_API_KEY environment variable
2026-05-14 23:16:41 | streamlit_app | WARNING | Failed to initialize MLflow: file://C:\Users\shail\OneDrive\Desktop\Antigravity projects\pcos_decision_fusion\senior_chatbot\mlruns is not a valid remote uri. For remote access on windows, please consider using a different scheme such as SMB (e.g. smb://<hostname>/<path>).
2026-05-14 23:16:41 | src.rag_pipeline | INFO | Initializing Senior Chatbot Pipeline...
2026-05-14 23:16:41 | src.rag_pipeline | INFO | Step 1/3: Loading embedding model...
2026-05-14 23:16:41 | src.embeddings | INFO | Loading embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-05-14 23:17:36 | src.embeddings | INFO | Embedding model loaded successfully
2026-05-14 23:17:36 | src.rag_pipeline | INFO | Step 2/3: Setting up vector store...
2026-05-14 23:17:36 | src.embeddings | INFO | Loading FAISS index from C:\Users\shail\OneDrive\Desktop\Antigravity projects\pcos_decision_fusion\senior_chatbot\vectorstore
2026-05-14 23:17:37 | src.embeddings | INFO | FAISS index loaded successfully
2026-05-14 23:17:37 | src.rag_pipeline | INFO | Step 3/3: Loading LLM...
2026-05-14 23:17:37 | src.llm_engine | INFO | Loading LLM via Groq: llama3-8b-8192
2026-05-14 23:17:38 | streamlit_app | WARNING | Failed to initialize MLflow: file://C:\Users\shail\OneDrive\Desktop\Antigravity projects\pcos_decision_fusion\senior_chatbot\mlruns is not a valid remote uri. For remote access on windows, please consider using a different scheme such as SMB (e.g. smb://<hostname>/<path>).
2026-05-14 23:17:38 | src.rag_pipeline | INFO | Initializing Senior Chatbot Pipeline...
2026-05-14 23:17:38 | src.rag_pipeline | INFO | Step 1/3: Loading embedding model...
2026-05-14 23:17:38 | src.embeddings | INFO | Loading embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-05-14 23:17:52 | src.embeddings | INFO | Embedding model loaded successfully
2026-05-14 23:17:52 | src.rag_pipeline | INFO | Step 2/3: Setting up vector store...
2026-05-14 23:17:52 | src.embeddings | INFO | Loading FAISS index from C:\Users\shail\OneDrive\Desktop\Antigravity projects\pcos_decision_fusion\senior_chatbot\vectorstore
2026-05-14 23:17:52 | src.embeddings | INFO | FAISS index loaded successfully
2026-05-14 23:17:52 | src.rag_pipeline | INFO | Step 3/3: Loading LLM...
2026-05-14 23:17:52 | src.llm_engine | INFO | Loading LLM via Groq: llama3-8b-8192
2026-05-14 23:17:52 | streamlit_app | ERROR | Pipeline init error: The api_key client option must be set either by passing api_key to the client or by setting the GROQ_API_KEY environment variable
2026-05-14 23:22:22 | streamlit_app | WARNING | Failed to initialize MLflow: file://C:\Users\shail\OneDrive\Desktop\Antigravity projects\pcos_decision_fusion\senior_chatbot\mlruns is not a valid remote uri. For remote access on windows, please consider using a different scheme such as SMB (e.g. smb://<hostname>/<path>).
2026-05-14 23:22:22 | src.rag_pipeline | INFO | Initializing Senior Chatbot Pipeline...
2026-05-14 23:22:22 | src.rag_pipeline | INFO | Step 1/3: Loading embedding model...
2026-05-14 23:22:22 | src.embeddings | INFO | Loading embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-05-14 23:22:29 | src.embeddings | INFO | Embedding model loaded successfully
2026-05-14 23:22:29 | src.rag_pipeline | INFO | Step 2/3: Setting up vector store...
2026-05-14 23:22:29 | src.embeddings | INFO | Loading FAISS index from C:\Users\shail\OneDrive\Desktop\Antigravity projects\pcos_decision_fusion\senior_chatbot\vectorstore
2026-05-14 23:22:29 | src.embeddings | INFO | FAISS index loaded successfully
2026-05-14 23:22:29 | src.rag_pipeline | INFO | Step 3/3: Loading LLM...
2026-05-14 23:22:29 | src.llm_engine | INFO | Loading LLM via Groq: llama3-8b-8192
2026-05-14 23:22:29 | streamlit_app | ERROR | Pipeline init error: The api_key client option must be set either by passing api_key to the client or by setting the GROQ_API_KEY environment variable
2026-05-14 23:23:46 | streamlit_app | WARNING | Failed to initialize MLflow: file://C:\Users\shail\OneDrive\Desktop\Antigravity projects\pcos_decision_fusion\senior_chatbot\mlruns is not a valid remote uri. For remote access on windows, please consider using a different scheme such as SMB (e.g. smb://<hostname>/<path>).
2026-05-14 23:23:46 | src.rag_pipeline | INFO | Initializing Senior Chatbot Pipeline...
2026-05-14 23:23:46 | src.rag_pipeline | INFO | Step 1/3: Loading embedding model...
2026-05-14 23:23:46 | src.embeddings | INFO | Loading embedding model: sentence-transformers/all-MiniLM-L6-v2
2026-05-14 23:24:01 | src.embeddings | INFO | Embedding model loaded successfully
2026-05-14 23:24:01 | src.rag_pipeline | INFO | Step 2/3: Setting up vector store...
2026-05-14 23:24:01 | src.embeddings | INFO | Loading FAISS index from C:\Users\shail\OneDrive\Desktop\Antigravity projects\pcos_decision_fusion\senior_chatbot\vectorstore
2026-05-14 23:24:01 | src.embeddings | INFO | FAISS index loaded successfully
2026-05-14 23:24:01 | src.rag_pipeline | INFO | Step 3/3: Loading LLM...
2026-05-14 23:24:01 | src.llm_engine | INFO | Loading LLM via Groq: llama3-8b-8192
2026-05-14 23:24:02 | src.llm_engine | INFO | LLM loaded successfully
2026-05-14 23:24:02 | src.rag_pipeline | INFO | Pipeline initialized successfully!
2026-05-14 23:24:32 | streamlit_app | WARNING | MLflow logging failed: file://C:\Users\shail\OneDrive\Desktop\Antigravity projects\pcos_decision_fusion\senior_chatbot\mlruns is not a valid remote uri. For remote access on windows, please consider using a different scheme such as SMB (e.g. smb://<hostname>/<path>).
2026-05-14 23:24:41 | src.voice_handler | INFO | TTS completed (56 chars)
2026-05-14 23:24:51 | src.domain_classifier | INFO | No keyword match — defaulting to 'companion'
2026-05-14 23:24:51 | src.domain_classifier | INFO | Embedding classification: entertainment (confidence: 0.667)
2026-05-14 23:24:51 | src.retriever | INFO | Retrieving top-4 chunks for: 'what do i do for entertainment today...'
2026-05-14 23:24:51 | src.retriever | INFO | Domain filter 'entertainment': 5 matches
2026-05-14 23:24:51 | src.retriever | INFO | Retrieved 4 chunks
2026-05-14 23:24:51 | src.llm_engine | INFO | Generating response for: 'what do i do for entertainment today'
